Age,Workclass,Education,Education-num,Marital_status,Occupation,Relationship,Race,Sex,Hours_per_week,Native_country,Salary
<17-25>,Private,11th,7,Never-married,Priv-house-serv,Own-child,White,Female,<21-40>,United-States,<=50K
<41-65>,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,<41-60>,United-States,<=50K
<17-25>,Private,12th,8,Never-married,Sales,Own-child,White,Male,<0-20>,United-States,<=50K
<17-25>,Local-gov,11th,7,Never-married,Adm-clerical,Own-child,White,Female,<0-20>,United-States,<=50K
<17-25>,Private,10th,6,Never-married,Sales,Other-relative,Black,Female,<0-20>,United-States,<=50K
<26-40>,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,<41-60>,United-States,>50K
<26-40>,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,<21-40>,United-States,>50K
<26-40>,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,<21-40>,Poland,<=50K
<17-25>,Private,12th,8,Never-married,Prof-specialty,Own-child,White,Male,<0-20>,United-States,<=50K
<26-40>,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,<41-60>,United-States,<=50K
<26-40>,Private,Bachelors,13,Widowed,Sales,Unmarried,White,Female,<21-40>,Cuba,<=50K
<17-25>,Private,10th,6,Never-married,Other-service,Own-child,White,Male,<0-20>,United-States,<=50K
<26-40>,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,<21-40>,United-States,<=50K
<41-65>,Private,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Female,<61-80>,United-States,>50K
<41-65>,Private,Bachelors,13,Divorced,Exec-managerial,Own-child,White,Female,<41-60>,United-States,>50K
<26-40>,Private,12th,8,Married-civ-spouse,Other-service,Husband,Black,Male,<21-40>,Jamaica,<=50K
<41-65>,Private,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,<21-40>,United-States,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,<21-40>,United-States,<=50K
<17-25>,Private,10th,6,Never-married,Sales,Own-child,Black,Female,<21-40>,United-States,<=50K
<26-40>,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,<21-40>,United-States,<=50K
<26-40>,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,<21-40>,United-States,<=50K
<26-40>,Private,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,<21-40>,United-States,<=50K
<26-40>,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,<21-40>,United-States,<=50K
<26-40>,Local-gov,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,<21-40>,Honduras,<=50K
<26-40>,Private,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,<21-40>,United-States,<=50K
<26-40>,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<21-40>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Sales,Own-child,White,Female,<0-20>,United-States,<=50K
<17-25>,Private,10th,6,Never-married,Other-service,Own-child,White,Male,<0-20>,United-States,<=50K
<26-40>,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,<41-60>,United-States,>50K
<26-40>,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,<21-40>,United-States,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,<41-60>,United-States,<=50K
<26-40>,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,<21-40>,United-States,<=50K
<41-65>,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,<41-60>,United-States,>50K
<41-65>,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,<41-60>,United-States,>50K
<41-65>,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,<21-40>,United-States,>50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,<21-40>,United-States,<=50K
<17-25>,Private,9th,5,Never-married,Other-service,Own-child,White,Female,<21-40>,Mexico,<=50K
<26-40>,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,<21-40>,Mexico,<=50K
<41-65>,Self-emp-not-inc,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,<41-60>,United-States,>50K
<17-25>,Private,11th,7,Never-married,Priv-house-serv,Own-child,White,Female,<21-40>,United-States,<=50K
<41-65>,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,<21-40>,United-States,<=50K
<26-40>,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,<41-60>,United-States,<=50K
<17-25>,Private,10th,6,Never-married,Sales,Own-child,White,Female,<0-20>,United-States,<=50K
<41-65>,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,Black,Female,<21-40>,United-States,<=50K
<26-40>,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,<21-40>,United-States,<=50K
<26-40>,Private,Some-college,10,Never-married,Sales,Not-in-family,Black,Female,<21-40>,United-States,<=50K
<41-65>,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,<41-60>,United-States,<=50K
<41-65>,Private,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,<0-20>,United-States,<=50K
<41-65>,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,<21-40>,United-States,>50K
<17-25>,Private,10th,6,Never-married,Other-service,Own-child,White,Male,<21-40>,United-States,<=50K
<41-65>,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,<61-80>,United-States,<=50K
<41-65>,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,<41-60>,United-States,>50K
<26-40>,Private,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Male,<21-40>,United-States,<=50K
<17-25>,Self-emp-not-inc,10th,6,Never-married,Farming-fishing,Own-child,White,Male,<21-40>,United-States,<=50K
<41-65>,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,<21-40>,United-States,>50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,<21-40>,United-States,>50K
<26-40>,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,<21-40>,United-States,<=50K
<26-40>,Private,11th,7,Never-married,Craft-repair,Own-child,Black,Male,<21-40>,Haiti,<=50K
<41-65>,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,<21-40>,United-States,<=50K
<26-40>,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,<21-40>,United-States,>50K
<17-25>,Private,11th,7,Never-married,Sales,Unmarried,White,Female,<0-20>,Poland,<=50K
<41-65>,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,<21-40>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Sales,Own-child,White,Female,<0-20>,United-States,<=50K
<26-40>,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,<21-40>,United-States,<=50K
<26-40>,Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,<21-40>,United-States,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,<21-40>,United-States,>50K
<26-40>,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,<41-60>,United-States,<=50K
<41-65>,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,<21-40>,United-States,>50K
<26-40>,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Male,<21-40>,United-States,<=50K
<26-40>,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,<0-20>,United-States,<=50K
<41-65>,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,<21-40>,United-States,>50K
<26-40>,Local-gov,HS-grad,9,Divorced,Protective-serv,Unmarried,White,Male,<21-40>,Portugal,<=50K
<41-65>,Self-emp-inc,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,<61-80>,United-States,>50K
<41-65>,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,<41-60>,United-States,>50K
<26-40>,Private,10th,6,Separated,Other-service,Unmarried,White,Female,<41-60>,United-States,<=50K
<26-40>,State-gov,Some-college,10,Married-spouse-absent,Other-service,Other-relative,White,Male,<21-40>,United-States,<=50K
<17-25>,Private,10th,6,Never-married,Sales,Own-child,White,Male,<0-20>,United-States,<=50K
<41-65>,Self-emp-not-inc,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,<41-60>,United-States,<=50K
<26-40>,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,<21-40>,United-States,<=50K
<26-40>,Private,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Female,<21-40>,United-States,<=50K
<26-40>,Private,5th-6th,3,Separated,Farming-fishing,Not-in-family,White,Male,<21-40>,Guatemala,<=50K
<26-40>,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,<41-60>,United-States,<=50K
<26-40>,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,<21-40>,United-States,>50K
<41-65>,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,<21-40>,United-States,<=50K
<17-25>,Private,12th,8,Never-married,Adm-clerical,Own-child,White,Female,<21-40>,United-States,<=50K
<26-40>,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,<21-40>,United-States,<=50K
<26-40>,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,<21-40>,United-States,<=50K
<41-65>,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,<41-60>,United-States,>50K
<41-65>,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,<21-40>,United-States,<=50K
<41-65>,State-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,<21-40>,United-States,<=50K
<26-40>,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Female,<41-60>,United-States,<=50K
<26-40>,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,<41-60>,United-States,>50K
<41-65>,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,<41-60>,United-States,<=50K
<26-40>,Private,Bachelors,13,Never-married,Sales,Not-in-family,Other,Female,<41-60>,United-States,>50K
<41-65>,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,<21-40>,United-States,<=50K
<41-65>,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,<41-60>,United-States,<=50K
<17-25>,State-gov,10th,6,Never-married,Other-service,Own-child,White,Male,<21-40>,United-States,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,<0-20>,United-States,<=50K
<17-25>,Private,10th,6,Never-married,Sales,Own-child,White,Male,<0-20>,United-States,<=50K
<41-65>,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,<41-60>,United-States,>50K
<41-65>,Self-emp-inc,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,<21-40>,United-States,<=50K
<17-25>,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,<21-40>,Mexico,<=50K
<17-25>,Private,9th,5,Never-married,Other-service,Own-child,White,Female,<0-20>,United-States,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,<41-60>,United-States,>50K
<17-25>,Private,11th,7,Never-married,Sales,Own-child,White,Female,<0-20>,United-States,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<21-40>,United-States,<=50K
<17-25>,Self-emp-inc,10th,6,Never-married,Other-service,Own-child,Black,Male,<21-40>,United-States,<=50K
<41-65>,Private,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,<21-40>,United-States,>50K
<41-65>,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,<21-40>,England,>50K
<41-65>,Private,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,<21-40>,United-States,<=50K
<17-25>,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,Female,<21-40>,United-States,<=50K
<66-90>,Self-emp-not-inc,11th,7,Never-married,Farming-fishing,Unmarried,White,Male,<0-20>,United-States,<=50K
<26-40>,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,<21-40>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Sales,Own-child,Black,Female,<21-40>,United-States,<=50K
<26-40>,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,<41-60>,United-States,>50K
<41-65>,Private,Masters,14,Married-spouse-absent,Other-service,Other-relative,White,Male,<21-40>,United-States,<=50K
<26-40>,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,<41-60>,United-States,>50K
<41-65>,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,<21-40>,United-States,>50K
<17-25>,Self-emp-inc,10th,6,Never-married,Craft-repair,Own-child,White,Male,<21-40>,United-States,<=50K
<26-40>,Private,HS-grad,9,Separated,Other-service,Own-child,White,Female,<21-40>,United-States,<=50K
<17-25>,Private,9th,5,Never-married,Craft-repair,Own-child,White,Female,<0-20>,United-States,<=50K
<41-65>,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,<41-60>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Other-service,Own-child,White,Male,<21-40>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,<0-20>,United-States,<=50K
<41-65>,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,<61-80>,Italy,<=50K
<41-65>,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,<41-60>,United-States,<=50K
<41-65>,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,<41-60>,United-States,>50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,<41-60>,United-States,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,<41-60>,United-States,>50K
<41-65>,Private,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,White,Male,<21-40>,United-States,<=50K
<26-40>,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,<41-60>,United-States,<=50K
<26-40>,Private,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Male,<21-40>,United-States,<=50K
<26-40>,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,<21-40>,United-States,<=50K
<26-40>,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,<41-60>,United-States,<=50K
<41-65>,Private,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Male,<41-60>,United-States,>50K
<41-65>,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,<21-40>,United-States,<=50K
<26-40>,Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,<21-40>,United-States,<=50K
<41-65>,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,<21-40>,United-States,<=50K
<17-25>,Never-worked,10th,6,Never-married,Other-service,Own-child,White,Male,<21-40>,United-States,<=50K
<41-65>,Private,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,<0-20>,United-States,<=50K
<41-65>,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,<21-40>,United-States,>50K
<26-40>,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,<21-40>,United-States,<=50K
<66-90>,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,<21-40>,United-States,<=50K
<66-90>,Private,11th,7,Widowed,Other-service,Not-in-family,White,Female,<21-40>,United-States,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<21-40>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,<0-20>,United-States,<=50K
<41-65>,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,<41-60>,United-States,>50K
<17-25>,Self-emp-inc,9th,5,Never-married,Sales,Own-child,White,Female,<21-40>,United-States,<=50K
<41-65>,Private,HS-grad,9,Widowed,Farming-fishing,Not-in-family,White,Male,<0-20>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Transport-moving,Own-child,White,Male,<0-20>,United-States,<=50K
<26-40>,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,<41-60>,United-States,<=50K
<41-65>,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,<21-40>,United-States,>50K
<41-65>,Local-gov,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,<41-60>,United-States,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,<21-40>,United-States,>50K
<41-65>,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,<21-40>,United-States,<=50K
<26-40>,Local-gov,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,<41-60>,United-States,<=50K
<26-40>,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,<41-60>,United-States,>50K
<26-40>,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,<21-40>,United-States,<=50K
<26-40>,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,<0-20>,United-States,<=50K
<41-65>,Private,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,<21-40>,United-States,>50K
<26-40>,Private,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,<41-60>,United-States,<=50K
<41-65>,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,<41-60>,United-States,<=50K
<26-40>,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,<21-40>,United-States,<=50K
<41-65>,State-gov,Doctorate,16,Divorced,Prof-specialty,Own-child,White,Male,<41-60>,United-States,>50K
<26-40>,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,<21-40>,United-States,<=50K
<26-40>,Local-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,<21-40>,United-States,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,<21-40>,United-States,>50K
<26-40>,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,<21-40>,United-States,<=50K
<41-65>,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,<41-60>,United-States,>50K
<17-25>,Private,11th,7,Never-married,Other-service,Own-child,White,Male,<0-20>,United-States,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,<21-40>,Mexico,<=50K
<41-65>,Private,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,<41-60>,United-States,<=50K
<26-40>,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,<61-80>,United-States,<=50K
<26-40>,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<21-40>,United-States,<=50K
<17-25>,Private,10th,6,Never-married,Other-service,Own-child,White,Female,<0-20>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Sales,Own-child,White,Female,<0-20>,United-States,<=50K
<17-25>,Private,10th,6,Never-married,Other-service,Own-child,White,Male,<21-40>,United-States,<=50K
<26-40>,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,<41-60>,United-States,>50K
<26-40>,Self-emp-not-inc,Bachelors,13,Separated,Prof-specialty,Own-child,White,Male,<21-40>,United-States,<=50K
<41-65>,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,<21-40>,United-States,>50K
<17-25>,Private,10th,6,Never-married,Other-service,Own-child,White,Male,<21-40>,United-States,<=50K
<66-90>,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,<21-40>,United-States,>50K
<41-65>,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,<21-40>,China,>50K
<41-65>,Private,5th-6th,3,Divorced,Other-service,Unmarried,Black,Male,<21-40>,United-States,<=50K
<41-65>,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,<41-60>,United-States,>50K
<17-25>,Private,11th,7,Never-married,Sales,Own-child,White,Male,<0-20>,United-States,<=50K
<26-40>,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,<21-40>,United-States,<=50K
<26-40>,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,<21-40>,United-States,>50K
<17-25>,Private,10th,6,Never-married,Sales,Own-child,White,Female,<0-20>,United-States,<=50K
<41-65>,Private,9th,5,Divorced,Machine-op-inspct,Not-in-family,White,Female,<21-40>,United-States,<=50K
<26-40>,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,<21-40>,Philippines,>50K
<26-40>,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,<61-80>,United-States,<=50K
<26-40>,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,<41-60>,United-States,>50K
<26-40>,Private,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Female,<41-60>,United-States,<=50K
<41-65>,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,<0-20>,United-States,<=50K
<17-25>,Private,12th,8,Never-married,Other-service,Own-child,White,Female,<0-20>,United-States,<=50K
<26-40>,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,<41-60>,United-States,<=50K
<41-65>,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,<21-40>,United-States,<=50K
<26-40>,Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,<41-60>,United-States,<=50K
<41-65>,Private,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,<21-40>,United-States,<=50K
<26-40>,Self-emp-not-inc,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,<21-40>,United-States,<=50K
<26-40>,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,<21-40>,India,<=50K
<26-40>,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,<41-60>,United-States,>50K
<41-65>,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Farming-fishing,Husband,White,Male,<61-80>,United-States,>50K
<26-40>,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,<21-40>,United-States,<=50K
<41-65>,Private,Some-college,10,Divorced,Sales,Own-child,White,Male,<41-60>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Sales,Unmarried,White,Male,<0-20>,United-States,<=50K
<26-40>,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,<41-60>,United-States,>50K
<26-40>,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,<21-40>,United-States,<=50K
<41-65>,Local-gov,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,<41-60>,United-States,<=50K
<41-65>,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,<0-20>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Other-service,Own-child,White,Female,<0-20>,United-States,<=50K
<26-40>,Private,Assoc-acdm,12,Married-civ-spouse,Other-service,Own-child,Amer-Indian-Eskimo,Male,<21-40>,United-States,<=50K
<26-40>,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,<41-60>,United-States,<=50K
<41-65>,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,<21-40>,United-States,<=50K
<26-40>,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,<41-60>,United-States,<=50K
<17-25>,Private,9th,5,Never-married,Other-service,Own-child,Black,Male,<21-40>,United-States,<=50K
<26-40>,Self-emp-not-inc,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,<0-20>,United-States,<=50K
<41-65>,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,<21-40>,United-States,<=50K
<26-40>,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,<21-40>,United-States,<=50K
<26-40>,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,<41-60>,United-States,<=50K
<41-65>,Self-emp-not-inc,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,<41-60>,United-States,<=50K
<26-40>,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,<21-40>,United-States,<=50K
<17-25>,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,<21-40>,United-States,<=50K
<26-40>,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,<41-60>,United-States,>50K
<41-65>,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,<41-60>,South,<=50K
<66-90>,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,<21-40>,United-States,>50K
<66-90>,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,<21-40>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Craft-repair,Own-child,White,Female,<0-20>,United-States,<=50K
<17-25>,Private,12th,8,Never-married,Other-service,Own-child,White,Female,<21-40>,United-States,<=50K
<17-25>,Private,10th,6,Never-married,Other-service,Own-child,White,Female,<0-20>,United-States,<=50K
<41-65>,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,<21-40>,Mexico,<=50K
<26-40>,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,<21-40>,United-States,<=50K
<41-65>,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,<0-20>,United-States,<=50K
<26-40>,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<21-40>,United-States,<=50K
<26-40>,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<21-40>,United-States,<=50K
<41-65>,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,<41-60>,United-States,>50K
<17-25>,Private,10th,6,Never-married,Other-service,Own-child,Other,Female,<0-20>,United-States,<=50K
<26-40>,Private,1st-4th,2,Married-spouse-absent,Priv-house-serv,Not-in-family,White,Female,<21-40>,Guatemala,<=50K
<41-65>,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,<41-60>,United-States,<=50K
<17-25>,Private,11th,7,Never-married,Sales,Own-child,White,Male,<21-40>,United-States,<=50K
<41-65>,Local-gov,Preschool,1,Married-civ-spouse,Other-service,Husband,White,Male,<21-40>,United-States,<=50K
<17-25>,Private,12th,8,Never-married,Other-service,Own-child,White,Male,<0-20>,United-States,<=50K
<26-40>,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<41-60>,United-States,>50K
<26-40>,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,<81-99>,United-States,>50K
<41-65>,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,<21-40>,United-States,<=50K
